Paths,Real labels
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes/Colletes-sp_f_Ferrals-les-Corbieres-11_21-VI-2021_IMG_2611.JPG,Colletes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes/Colletes-sp_m_Ferrals-les-Corbieres-11_30-V-2021_IMG_5796.JPG,Colletes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes/Colletes-sp_m_Ferrals-les-Corbieres-11_30-V-2021_IMG_5779.JPG,Colletes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes/Colletes-sp_m_Ferrals-les-Corbieres-11_17-VII-2021_IMG_7252.JPG,Colletes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes/Colletes-sp_f_Ferrals-les-Corbieres-11_21-VI-2021_IMG_2610.JPG,Colletes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes/Colletes-sp_m_Gruissan-11_03-VII-2021_IMG_4166.JPG,Colletes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes/Colletes-sp_f_Ferrals-les-Corbieres-11_21-VI-2021_IMG_2613.JPG,Colletes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena afrensis/Andrena-afrensis_f_Gruissan-11_03-VII-2021_IMG_4025.JPG,Andrena afrensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena afrensis/Andrena-afrensis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0161.JPG,Andrena afrensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena afrensis/Andrena-afrensis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0157.JPG,Andrena afrensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena afrensis/Andrena-afrensis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0183.JPG,Andrena afrensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena afrensis/Andrena-afrensis_f_Gruissan-11_03-VII-2021_IMG_4067.JPG,Andrena afrensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena afrensis/Andrena-afrensis_f_Gruissan-11_03-VII-2021_IMG_4066.JPG,Andrena afrensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena afrensis/Andrena-afrensis_f_Gruissan-11_03-VII-2021_IMG_4039.JPG,Andrena afrensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena afrensis/Andrena-afrensis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0154.JPG,Andrena afrensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena afrensis/Andrena-afrensis_f_Gruissan-11_03-VII-2021_IMG_4027.JPG,Andrena afrensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum laevigatum/Lasioglossum-laevigatum_f_Prades-09_20-V-2021_IMG_2576.JPG,Lasioglossum laevigatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum laevigatum/Lasioglossum-laevigatum_f_Prades-09_20-V-2021_IMG_2562.JPG,Lasioglossum laevigatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum laevigatum/Lasioglossum-laevigatum_f_Prades-09_20-V-2021_IMG_2391.JPG,Lasioglossum laevigatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum laevigatum/Lasioglossum-laevigatum_f_Prades-09_20-V-2021_IMG_2561.JPG,Lasioglossum laevigatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum laevigatum/Lasioglossum-laevigatum_f_Prades-09_20-V-2021_IMG_2601.JPG,Lasioglossum laevigatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum laevigatum/Lasioglossum-laevigatum_f_Prades-09_20-V-2021_IMG_2587.JPG,Lasioglossum laevigatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum calceatus/Lasioglossum-calceatus_f_Bethmale-09_20-X-2021_IMG_4986.JPG,Lasioglossum calceatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum calceatus/Lasioglossum-calceatus_f_Bethmale-09_20-X-2021_IMG_4993.JPG,Lasioglossum calceatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis/Hoplitis-perezi-ou-bisulca_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9948.JPG,Hoplitis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis/Hoplitis-sp_f_Ferrals-les-Corbieres-11_12-VI-2021_IMG_8843.JPG,Hoplitis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis/Hoplitis-perezi-ou-bisulca_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9990.JPG,Hoplitis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis/Hoplitis-perezi-ou-bisulca_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9958.JPG,Hoplitis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis/Hoplitis-sp_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9809.JPG,Hoplitis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis/Hoplitis-sp_f_Ferrals-les-Corbieres-11_12-VI-2021_IMG_8845.JPG,Hoplitis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hoplitis/Hoplitis-sp_f_Ferrals-les-Corbieres-11_19-juin-2021_IMG_1293.JPG,Hoplitis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Bombus lapidarius/Bombus-lapidarius_f_Vaychis-09_13-VI-2021_IMG_9265.JPG,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Bombus lapidarius/Bombus-lapidarius_f_Vaychis-09_13-VI-2021_IMG_9264.JPG,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Bombus lapidarius/Bombus-lapidarius_m_Ax-les-Thermes-09_03-VIII-2021_IMG_8916.JPG,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Bombus lapidarius/Bombus-lapidarius_f_Vaychis-09_13-VI-2021_IMG_9267.JPG,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena flavipes/Andrena-flavipes-&&_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_6634.JPG,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena flavipes/Andrena-flavipes_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_6930.JPG,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena flavipes/Andrena-flavipes_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_6967.JPG,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena flavipes/Andrena-flavipes_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_6981.JPG,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena flavipes/Andrena-flavipes-&&_f_Pibrac-31_26-V-2021_IMG_4045.JPG,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena flavipes/Andrena-flavipes-&&_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_6633.JPG,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum cupromicans/Dialictus-cupromicans_f_Prades-09_07-VI-2021_IMG_8137.JPG,Lasioglossum cupromicans
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena thoracica/Andrena-thoracica_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_7072.JPG,Andrena thoracica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena thoracica/Andrena-thoracica_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_7076.JPG,Andrena thoracica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia cornuta/Osmia-cornuta_f_Sinsat-09_26-III-2021_IMG_4166.JPG,Osmia cornuta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia cornuta/Osmia-cornuta_m_Sinsat-09_26-III-2021_IMG_4167.JPG,Osmia cornuta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Bombus humilis/Bombus-humilis-ou-pascuorum_f_Bethmale-09_20-X-2021_IMG_4940.JPG,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_6781.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-chalcites-ou-gravidula_Ferrals-les-Corbieres-11_27-V-2021_IMG_4448.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_m_Ferrals-les-Corbieres-11_29-V-2021_IMG_5420.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-gravidula-ou-chalcites_Ferrals-les-Corbieres-11_27-V-2021_IMG_5028.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-gravidula-ou-chalcites_Ferrals-les-Corbieres-11_27-V-2021_IMG_5025.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-gravidula-ou-chalcites_Ferrals-les-Corbieres-11_27-V-2021_IMG_5017.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_m_Ferrals-les-Corbieres-11_29-V-2021_IMG_5436.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-gravidula-ou-chalcites_Ferrals-les-Corbieres-11_27-V-2021_IMG_4997.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-cucurbitina_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4470.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-gravidula-ou-chalcites_Ferrals-les-Corbieres-11_27-V-2021_IMG_5023.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5468.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5524.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_f_Ferrals-les-Corbieres-11_21-VI-2021_IMG_2352.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_f_Ferrals-les-Corbieres-11_21-VI-2021_IMG_1980.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5486.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-gravidula-ou-chalcites_Ferrals-les-Corbieres-11_27-V-2021_IMG_4998.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_6760.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-gravidula-ou-chalcites_Ferrals-les-Corbieres-11_27-V-2021_IMG_5034.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_6777.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_f_Ferrals-les-Corbieres-11_12-VI-2021_IMG_8812.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5520.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-gravidula-ou-chalcites_Ferrals-les-Corbieres-11_27-V-2021_IMG_5026.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_m_Ferrals-les-Corbieres-11_29-V-2021_IMG_5418.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-gravidula-ou-chalcites_Ferrals-les-Corbieres-11_27-V-2021_IMG_5011.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1284.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-gravidula-ou-chalcites_Ferrals-les-Corbieres-11_27-V-2021_IMG_5002.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-gravidula-ou-chalcites_Ferrals-les-Corbieres-11_27-V-2021_IMG_5029.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5509.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_6779.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-chalcites-ou-gravidula_Ferrals-les-Corbieres-11_27-V-2021_IMG_4434.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-sp_f_Ferrals-les-Corbieres-11_29-V-2021_IMG_5476.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Ceratina/Ceratina-gravidula-ou-chalcites_Ferrals-les-Corbieres-11_27-V-2021_IMG_5037.JPG,Ceratina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia nasoproducta/Osmia-nasoproducta-&&_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0344.JPG,Osmia nasoproducta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes albilabris/Sphecodes-albilabris_m_Ferrals-les-Corbieres-11_11-III-2021_IMG_3883.JPG,Sphecodes albilabris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes albilabris/Sphecodes-albilabris_m_Ferrals-les-Corbieres-11_11-III-2021_IMG_3906.JPG,Sphecodes albilabris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes albilabris/Sphecodes-albilabris_m_Ferrals-les-Corbieres-11_11-III-2021_IMG_3905.JPG,Sphecodes albilabris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes albilabris/Sphecodes-albilabris_m_Ferrals-les-Corbieres-11_11-III-2021_IMG_3931.JPG,Sphecodes albilabris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes albilabris/Sphecodes-albilabris_m_Ferrals-les-Corbieres-11_11-III-2021_IMG_3855.JPG,Sphecodes albilabris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes albilabris/Sphecodes-albilabris_m_Ferrals-les-Corbieres-11_11-III-2021_IMG_3794.JPG,Sphecodes albilabris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes albilabris/Sphecodes-albilabris_f_Ferrals-les-Corbieres-11_11-III-2021_IMG_3841.JPG,Sphecodes albilabris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes albilabris/Sphecodes-albilabris_m_Ferrals-les-Corbieres-11_11-III-2021_IMG_3854.JPG,Sphecodes albilabris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes albilabris/Sphecodes-albilabris_m_Ferrals-les-Corbieres-11_11-III-2021_IMG_3893.JPG,Sphecodes albilabris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes albilabris/Sphecodes-albilabris_m_Ferrals-les-Corbieres-11_11-III-2021_IMG_3907.JPG,Sphecodes albilabris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes albilabris/Sphecodes-albilabris_m_Ferrals-les-Corbieres-11_11-III-2021_IMG_3851.JPG,Sphecodes albilabris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Sphecodes albilabris/Sphecodes-albilabris_f_Ferrals-les-Corbieres-11_11-III-2021_IMG_3843.JPG,Sphecodes albilabris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada piccioliana/Nomada-piccioliana_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0502.JPG,Nomada piccioliana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada piccioliana/Nomada-piccioliana_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0509.JPG,Nomada piccioliana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada piccioliana/Nomada-piccioliana_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0504.JPG,Nomada piccioliana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada piccioliana/Nomada-piccioliana_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0508.JPG,Nomada piccioliana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada piccioliana/Nomada-piccioliana_m_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0506.JPG,Nomada piccioliana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Thyreus ramosus/Thyreus-ramosus_m_Ferrals-les-Corbieres-11_21-VI-2021_IMG_1806.JPG,Thyreus ramosus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Thyreus ramosus/Thyreus-ramosus_m_Ferrals-les-Corbieres-11_21-VI-2021_IMG_1812.JPG,Thyreus ramosus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Thyreus ramosus/Thyreus-ramosus_m_Ferrals-les-Corbieres-11_21-VI-2021_IMG_1809.JPG,Thyreus ramosus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Thyreus ramosus/Thyreus-ramosus_m_Ferrals-les-Corbieres-11_21-VI-2021_IMG_1807.JPG,Thyreus ramosus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Thyreus ramosus/Thyreus-ramosus_m_Ferrals-les-Corbieres-11_21-VI-2021_IMG_1811.JPG,Thyreus ramosus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Thyreus ramosus/Thyreus-ramosus_m_Ferrals-les-Corbieres-11_21-VI-2021_IMG_1810.JPG,Thyreus ramosus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Thyreus ramosus/Thyreus-ramosus_m_Ferrals-les-Corbieres-11_21-VI-2021_IMG_1808.JPG,Thyreus ramosus
